B_Sell,B_Purc,O_Sell,O_Purc,B_Cha,B_Dis,O_Cha,O_Dis,SoC,LMP_Bid,LMP_Oper,Solar_G,Solar_bd,Profit_bid,Profit_oper,Degradation,Total_Profit
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0402193069458,11.88,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.219687461853027,11.924166666666666,0.0,0.0,-22.439374923706055,23.848333333333333,0.0,1.408958409627278
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.221246719360352,11.1675,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.140646934509277,10.310833333333331,0.0,0.0,-16.281293869018555,20.621666666666663,0.0,4.340372797648108
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.196823120117188,10.3375,0.0,0.0,-18.393646240234375,20.675,0.0,2.2813537597656257
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.218646049499512,9.006666666666666,0.0,0.0,-16.437292098999023,18.013333333333332,0.0,1.5760412343343084
0.0,13.263157894736857,0.0,11.263157894736857,13.263157894736857,0.0,11.263157894736857,0.0,10.700000000000014,6.533509254455566,7.3375,0.0,0.0,-86.65496484856865,14.675,21.118421052631607,-93.09838590120026
0.0,25.0,0.0,23.0,25.0,0.0,23.0,0.0,32.55000000000001,5.838385581970215,7.066666666666666,0.0,0.0,-145.95963954925537,14.133333333333333,43.125,-174.95130621592205
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,32.55000000000001,8.431440353393555,9.309166666666668,0.0,0.0,-16.86288070678711,18.618333333333336,0.0,1.7554526265462265
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,32.55000000000001,7.974442005157471,8.753333333333332,0.0,0.0,-15.948884010314941,17.506666666666664,0.0,1.5577826563517227
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,32.55000000000001,7.633009910583496,8.169166666666667,0.0,0.0,-15.266019821166992,16.338333333333335,0.0,1.0723135121663425
0.0,25.0,0.0,23.0,25.0,0.0,23.0,0.0,54.400000000000006,6.249880313873291,8.455833333333333,0.0,0.0,-156.24700784683228,16.911666666666665,43.125,-182.4603411801656
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,54.400000000000006,7.213972568511963,9.95,0.0,0.0,-14.427945137023926,19.9,0.0,5.472054862976073
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,54.400000000000006,7.661158084869385,9.36,0.0,0.0,-15.32231616973877,18.72,0.0,3.3976838302612293
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,54.400000000000006,6.754530906677246,7.664166666666666,0.0,0.0,-13.509061813354492,15.328333333333331,0.0,1.8192715199788392
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,54.400000000000006,7.304480075836182,8.438333333333333,0.0,0.0,-14.608960151672363,16.876666666666665,0.0,2.267706514994302
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,54.400000000000006,6.73724126815796,8.746666666666668,0.0,0.0,-13.47448253631592,17.493333333333336,0.0,4.018850797017416
0.0,25.0,0.0,23.0,25.0,0.0,23.0,0.0,76.25,6.501277923583984,8.7375,0.0,0.0,-162.5319480895996,17.475,43.125,-188.18194808959962
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,76.25,6.676217555999756,8.93,0.0,0.0,-13.352435111999512,17.86,0.0,4.507564888000488
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,76.25,6.594011306762695,9.136666666666668,0.0,0.0,-13.18802261352539,18.273333333333337,0.0,5.085310719807946
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,76.25,7.322320461273193,9.758333333333333,0.0,0.0,-14.644640922546387,19.516666666666666,0.0,4.872025744120279
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,76.25,8.40904712677002,9.089166666666666,0.0,0.0,-16.81809425354004,18.17833333333333,0.0,1.360239079793292
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,76.25,7.705135822296143,9.311666666666667,0.0,0.0,-15.410271644592285,18.623333333333335,0.0,3.2130616887410497
0.0,25.0,0.0,23.0,25.0,0.0,23.0,0.0,98.1,6.516254425048828,10.345,0.0,0.0,-162.9063606262207,20.69,43.125,-185.3413606262207
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,98.1,6.579885482788086,10.07,0.0,0.0,-13.159770965576172,20.14,0.0,6.980229034423829
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,98.1,7.615588188171387,10.705,0.0,0.0,-15.231176376342773,21.41,0.0,6.178823623657227
0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,98.1,8.318995475769043,10.8625,0.0,0.0,-16.637990951538086,21.725,0.0,5.0870090484619155
0.0,2.000000000000006,9.103828801926284e-15,1.4876988529977098e-14,2.000000000000006,0.0,0.002154316105916373,0.0,98.10204660030061,7.603865146636963,10.386666666666668,0.0021543161059106,0.0,-15.207730293273974,20.77333333333334,0.004039342698593199,5.561563697360773
2.3509553281155477e-14,1.9349005341172982,0.0650994658827253,0.0,1.9642887918517513,0.0,0.046063247832590505,0.0,98.14580668574158,9.488462448120115,12.420833333333334,0.1111627137153158,0.0293882577344767,-18.359231058819315,24.84166666666667,0.0863685896861072,6.396067018161246
0.0,1.6079144462273094,0.3920855537726906,0.0,1.9517824360614955,0.0,0.0,0.0,98.14580668574158,10.070606231689451,12.726666666666668,0.3920855537726906,0.343867989834186,-16.192673242200236,25.453333333333337,0.0,9.2606600911331
0.0,1.067436021669967,0.932563978330033,0.0,1.9517824360614993,0.0,0.12779048687562344,0.0,98.26720764827341,10.471027374267578,13.619166666666668,1.0603544652056565,0.884346414391532,-11.177151803185504,27.238333333333337,0.23960716289179396,15.82157436725604
3.8527119478508727,0.0,1.852711947850873,0.0,0.0,1.8881305590824071,0.0,0.0,98.26720764827341,13.304828643798828,12.3275,1.852711947850873,1.9645813887684656,51.259672280072266,-24.654999999999998,0.0,26.60467228007227
4.52765914732907,0.0,2.52765914732907,0.0,0.0,1.697969818737521,0.0,0.0,98.26720764827341,11.5506649017334,10.655,2.52765914732907,2.8296893285915488,52.29747360006606,-21.309999999999995,0.0,30.987473600066068
1.4188151678533694,0.0,2.7000043347197367,0.0,1.823991949185881,0.0,0.0,0.0,98.26720764827341,12.807466506958008,13.089166666666666,2.7000043347197367,3.2428071170392503,18.17142774184603,16.76969853664169,0.0,34.94112627848772
4.712068715582905,0.0,2.7120687155829057,0.0,0.0,1.8305748156469188,0.0,0.0,98.26720764827341,16.053388595581055,15.935,2.7120687155829057,2.8814938999359865,75.64467018033288,-31.869999999999994,0.0,43.77467018033289
25.836803621089047,0.0,27.836803621114658,2.561151291047281e-11,0.0,23.152257977474807,0.0,25.0,71.95141817458921,17.36858558654785,17.76,2.836803621089045,2.6845456436142383,448.74873497571457,35.52,46.875,437.39373497571455
5.018627694380497,0.0,3.0186276943804966,0.0,0.0,1.9613690509190467,0.0,0.0,71.95141817458921,12.67971897125244,12.266666666666666,3.0186276943804966,3.05725864346145,63.634788786089274,-24.53333333333333,0.0,39.10145545275594
